grupo,region,municipio,trabajo,actividad,cumple
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Rionegro,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,El Retiro,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Suroeste,Amagá,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Suroeste,Amagá,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Amagá,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,La Ceja,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,La Ceja,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,La Ceja,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,La Ceja,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,La Unión,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,La Ceja,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,La Unión,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Angelópolis,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,La Unión,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,El Carmen de Viboral,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Rionegro,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Regional Norte,Ituango,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Entrerríos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Granada,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Belmira,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Necoclí,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,NO
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,NO
Grupo 1 Zona Norte,Oriente,El Santuario,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Guatapé,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,San Vicente,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Carepa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Chigorodó,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Necoclí,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Urabá,Carepa,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Urabá,Chigorodó,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Titiribí,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Suroeste,Amagá,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Yalí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Segovia,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 2 Zona Sur,Nordeste y MM,Segovia,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Gómez Plata,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Nordeste y MM,Remedios,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Segovia,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Gómez Plata,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 2 Zona Sur,Nordeste y MM,Carolina del Príncipe,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Santo Domingo,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 1,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Movimiento de redes,Red Secundaria,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 1,SI
Grupo 1 Zona Norte,Bajo Cauca,Cáceres,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Movimiento de redes,Red Secundaria,SI
Grupo 2 Zona Sur,Occidente,San Jerónimo,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Amagá,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Occidente,San Jerónimo,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Occidente,San Jerónimo,Daños,Tipo 2,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Bajo Cauca,Cáceres,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 4,NO
Grupo 1 Zona Norte,Urabá,Chigorodó,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Urabá,Turbo,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Urabá,Turbo,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Urabá,Apartadó,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Santa Fe de Antioquia,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 2 Zona Sur,Suroeste,Titiribí,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Urabá,Necoclí,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Urabá,Turbo,Daños,Tipo 3,NO
Grupo 1 Zona Norte,Urabá,Apartadó,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,PROYE - Proyecto,NO
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,San Jerónimo,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,Nariño,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Armenia,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Suroeste,Armenia,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Suroeste,Armenia,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Anzá,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Armenia,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 2 Zona Sur,Occidente,Cañasgordas,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Occidente,Cañasgordas,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Urabá,Riosucio,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Urabá,Apartadó,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,NO
Grupo 1 Zona Norte,Urabá,Carepa,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Apartadó,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Chigorodó,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Turbo,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Urabá,Chigorodó,Mantenimiento,PROYE - Proyecto,NO
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 1,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Nechí,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Daños,Tipo 1,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 1,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Urabá,Riosucio,Daños,Tipo 4,NO
Grupo 1 Zona Norte,Regional Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Belmira,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Belmira,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 2,SI
Grupo 1 Zona Norte,Metro Norte,Don Matías,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Campamento,Mantenimiento,PROYE - Proyecto,NO
Grupo 2 Zona Sur,Nordeste y MM,Puerto Berrío,Daños,Tipo 3,NO
Grupo 1 Zona Norte,Regional Norte,Yarumal,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Yarumal,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Yarumal,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Regional Norte,Yarumal,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 1,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 2,SI
Grupo 2 Zona Sur,Occidente,San Jerónimo,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Occidente,San Jerónimo,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 1,SI
Grupo 2 Zona Sur,Occidente,San Jerónimo,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 2,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 1,SI
Grupo 1 Zona Norte,Regional Norte,Briceño,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Santa Fe de Antioquia,Mantenimiento,MG - Mantenimiento General,NO
Grupo 2 Zona Sur,Occidente,Buriticá,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 1,SI
Grupo 1 Zona Norte,Bajo Cauca,Valdivia,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Girardota,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Daños,Tipo 2,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Metro Norte,Girardota,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Metro Norte,Girardota,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,El Peñol,Mantenimiento,MG - Mantenimiento General,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Valdivia,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Gómez Plata,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Barbosa,Mantenimiento,ATTER - Mantenimiento Atención a Terceros,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 1 Zona Norte,Bajo Cauca,Caucasia,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Gómez Plata,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Occidente,Ebéjico,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,CINME - Mantenimiento Correctivo Inmediato Daños,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Sabanalarga,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Copacabana,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 1 Zona Norte,Bajo Cauca,Tarazá,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,MBC - Mantenimiento Basado en Condiciones,SI
Grupo 1 Zona Norte,Urabá,San Juan de Urabá,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,CPROG - Mantenimiento Correctivo Programable,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Metro Norte,Medellín,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Urabá,San Juan de Urabá,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Occidente,Frontino,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Regional Norte,Yarumal,Mantenimiento,PROYE - Proyecto,NO
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Santa Rosa de Osos,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Belmira,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,San Pedro de los Milagros,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Frontino,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Medellín,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Occidente,Frontino,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Suroeste,Santa Bárbara,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Santa Bárbara,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Santa Bárbara,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Santa Bárbara,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Santa Bárbara,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Santa Bárbara,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,La Pintada,Mantenimiento,MP - Mantenimiento Preventivo,SI
Grupo 2 Zona Sur,Suroeste,La Pintada,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Suroeste,Támesis,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Támesis,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Suroeste,Fredonia,Mantenimiento,MG - Mantenimiento General,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Mantenimiento,MP - Mantenimiento Preventivo,NO
Grupo 2 Zona Sur,Metro Sur,Itagüí,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Itagüí,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Yolombó,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Metro Norte,Bello,Mantenimiento,PROYE - Proyecto,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Remedios,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Metro Sur,Envigado,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Urabá,San Juan de Urabá,Daños,Tipo 3,SI
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Nordeste y MM,Remedios,Daños,Tipo 3,NO
Grupo 2 Zona Sur,Metro Sur,Itagüí,Daños,Tipo 4,SI
Grupo 2 Zona Sur,Nordeste y MM,Vegachí,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Urabá,Arboletes,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Oriente,El Santuario,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Regional Norte,Don Matías,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Oriente,Cocorná,Daños,Tipo 4,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Bajo Cauca,El Bagre,Daños,Tipo 3,SI
Grupo 1 Zona Norte,Regional Norte,Campamento,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Regional Norte,Campamento,Mantenimiento,PROYE - Proyecto,SI
Grupo 1 Zona Norte,Bajo Cauca,Zaragoza,Daños,Tipo 2,SI
Grupo 1 Zona Norte,Regional Norte,Briceño,Mantenimiento,PROYE - Proyecto,SI
